brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
greentek,5112,5016,71,25,3121,486.07,26.170358284763292
greentree,1500,1489,9,2,1073,257.36,128.68
greentrees,2373,2345,23,5,1772,1237.2,296.8729286624963
greenway,5411,5240,130,41,2756,2644.02,66.83819122032659
greenworks,171,171,0,0,101,0.0,416.2653784013605
greta,22944,22293,488,163,10577,26272.66,157.9333570305768
gretsch,2170,2145,20,5,1288,2869.34,534.6567341801825
greyder,170789,167488,2634,667,85791,67092.8,95.57638975437341
greys,488,488,0,0,384,0.0,100.73794005994006
grifon,4,4,0,0,4,0.0,125.0275
grillver,8246,8212,25,9,5147,1103.25,204.3530921927181
grinda,38,38,0,0,26,0.0,163.51118055555557
gripmax,46,39,5,2,19,186.72,81.0793984962406
grizzly,3510,3383,94,33,1749,575.85,50.601999550176124
grohe,18448,18034,297,117,8466,14651.47,381.543741034021
gross,23933,23546,281,106,15603,14424.550000000001,146.42009511803028
groundzero,238,234,3,1,189,265.13,206.07157936507934
grow-with-me,23080,21655,1036,389,14981,13934.94,35.96896292245153
grownup,184,183,1,0,145,0.0,222.2098484848485
gs,923,909,9,5,594,169.75,27.525611660266872
gskill,5086,4883,155,48,1863,6356.43,137.74544706492856
gssolid,3,3,0,0,3,0.0,77.22
gt,3550,3535,10,5,1524,2516.67,458.39977021630483
gt-radial,16,16,0,0,13,0.0,70.79
gtrwheel,414,405,8,1,283,514.81,460.06623051531267
guangwei,4532,4369,108,55,2985,606.08,12.030949463286369
gucci,65891,62556,2378,957,27669,71214.51,123.81632593672103
gudi,9,9,0,0,9,0.0,32.18
guerisson,3422,3308,89,25,1857,369.26,13.23270437459472
guerlain,17174,16482,471,221,8098,22503.51,111.44603500158526
guerlainlapetiterob,76,74,2,0,50,0.0,114.55
guess,144,143,1,0,106,0.0,142.1552899159664
gula,36,36,0,0,32,0.0,33.15
guliver,554,543,9,2,465,73.38,36.69
gulliver,34317,33840,423,54,22844,947.38,23.328625508000236
gutrend,49,49,0,0,33,0.0,215.32827586206898
guzzini,2017,2008,8,1,1523,26.77,16.104413596367603
gys,3029,2979,43,7,1504,1117.41,139.45937906044506
habilead,44559,41903,2017,639,24044,36253.93,57.1432207120309
hachette,70,70,0,0,49,0.0,12.061449999999999
hada,1045,980,53,12,520,355.96,28.72424157587071
hadaa,1,1,0,0,1,0.0,847.14
hadarrosen,1008,983,20,5,535,191.5,39.61537296302518
haday,7261,6623,513,125,3438,3185.0,25.992808219178084
haeger,679,659,15,5,454,97.29,19.282016806722687
haida,8,8,0,0,6,0.0,130.71
haier,696859,652934,31522,12403,275472,3542598.66,329.7132816651877
hairdorables,3511,3355,139,17,2248,448.74,28.407533153733137
haken,178,173,1,4,135,71.32,18.242236559139783
halei,2182,2028,99,55,1060,869.97,16.196170212765956
haley,612,603,7,2,437,41.18,20.59
halmar,3068,3028,32,8,1963,1867.9,243.13738663859843
hama,2088,2039,38,11,989,206.78,17.780520729482408
hamilton,315,313,2,0,212,0.0,618.2812079646017
hammer,1594,1585,5,4,947,286.69,61.321724122387494
handwers,4751,4744,4,3,3444,121.99,28.456756727011395
hangover,7090,6998,71,21,4453,4713.91,219.10608432846823
hangzhoujindingimportexportcoltd,30,30,0,0,21,0.0,26.22877777777778
hankook,62932,59869,2276,787,33567,69079.26,91.80953424947992
hanlu,6,6,0,0,4,0.0,18.02
hanma,1150,1141,1,8,701,2759.44,344.93
hanowa,9198,8991,152,55,3988,9598.68,203.85850124786134
hansa,420312,404508,11755,4049,139975,985573.18,282.76776655340547
hap-p-kid,2755,2715,33,7,1806,154.57,38.358290761075224
happybaby,3060,2949,84,27,1977,2362.24,76.60009938859433
happyfamily,1132,1113,14,5,652,441.71,89.93552073153357
happykid,6,6,0,0,5,0.0,8.56
happykidtoy,200,185,14,1,143,18.3,18.29169811320755
happysnail,152,151,1,0,124,0.0,8.78524981962482
harley-davidson,35446,35279,120,47,23414,7134.06,284.0460425544773
harleybaby,254,239,11,4,154,1069.71,271.52882783882785
harmankardon,232,232,0,0,160,0.0,261.31324074074075
haro,10828,10673,93,62,4367,20293.73,308.6551670142408
harp,338,330,7,1,256,777.37,868.4585215651834
harper,149328,143157,4434,1737,73732,136292.03,76.5863862016922
harpercollins,95,94,1,0,70,0.0,9.392068965517241
hartan,353,352,0,1,296,1801.82,1801.82
harte,63,62,1,0,43,0.0,68.35612612612613
hartung,149,147,2,0,131,0.0,372.8177192982456
hasbro,120212,116653,2880,679,57118,30330.64,42.69724431657488
hasbromylittlepony,53,50,3,0,40,0.0,167.31
hatchimals,932,902,20,10,493,755.22,62.688323704271355
hauck,1113,1090,17,6,586,1962.47,275.3790190162009
haushalt,744,734,8,2,512,151.88,75.54645676691729
hausmann,14900,14634,191,75,9182,1436.51,23.539767523867116
havit,4256,4094,116,46,2095,2051.17,47.69101175371959
hayabusa,148,146,1,1,101,113.26,160.52276958525346
hayali,13834,13751,64,19,8383,1310.18,105.75699938713299
hayejin,34,34,0,0,21,0.0,25.00978947368421
hb,50122,48426,1275,421,21725,14018.21,34.33172284367461
head,19493,19031,328,134,8067,30378.329999999998,206.4820598085851
headrush,401,396,4,1,203,296.25,293.5167683585528
hebeigrindingwheelfactory,29,29,0,0,19,0.0,6.531836734693877
hec,41,41,0,0,28,0.0,127.44959999999999
heco,300,290,8,2,173,300.74,324.9367315772463
heidelbergcement,110,106,0,4,56,14.6,3.755
heinola,273,273,0,0,210,0.0,118.41
heinz,193,182,8,3,125,3.34,1.054701028138528
helfer,2440,2428,10,2,1850,154.45,97.637456346894
helios,3027,2937,67,23,1695,1011.88,84.46027914114262
helix,79,79,0,0,69,0.0,2056.204081632653
hellion,364,356,6,2,255,108.12,58.0826314699793
hellomaggie,176,169,5,2,120,138.8,76.19403571428572
helpfer,9899,9346,427,126,6220,13575.47,105.1345376079119
helstons,266,266,0,0,128,0.0,456.6631378409474
helvetia,7182,7156,18,8,5760,9509.44,1170.5139874411304
helvi,1433,1428,5,0,923,0.0,218.84244597387223
henglei,2094,2039,42,13,1187,321.57,28.187100756714457
hera,86,85,1,0,58,0.0,85.47699686716793
hercules,333,331,1,1,217,24.17,47.43419080610748
herman,281,278,3,0,176,0.0,527.3705661244696
hermes,4650,4538,84,28,2575,4525.89,161.77742836138665
hertfordshirepress,13,13,0,0,12,0.0,5.12
hertz,50929,49953,609,367,22131,43092.82,173.03494931048064
heyner,7537,7445,67,25,3907,3341.66,120.44758225604022
hgl,23,23,0,0,23,0.0,5.15
hgst,269,266,2,1,188,56.25,99.67155709876543
hibertek,93,92,0,1,75,6.33,7.2374833333333335
hifiman,1347,1340,6,1,846,297.2,171.16572501117346
hifly,51556,48067,2679,810,26914,44777.19,56.80247321649694
higashi,3071,3021,38,12,1805,3736.17,258.6777322451352
hightechway,8338,7962,282,94,3566,17029.12,133.89846720481015
hikma,45,43,0,2,20,30.88,15.440000000000001
hilo,5647,5237,332,78,3110,3075.6600000000003,42.427934312534944
hilti,1094,1085,9,0,654,0.0,270.22095601218956
himalaya,88,80,6,2,42,4.38,2.083694581280788
himalayaherbals,139,134,4,1,85,2.83,2.4562520576131686
hintek,312,310,1,1,161,85.86,122.3968751737129
hiper,10410,10253,105,52,6134,963.23,31.545696415023446
hipp,570,545,20,5,366,24.580000000000002,4.792205393564769
his,204,202,1,1,135,507.86,488.3753743734336
hisar,154,154,0,0,122,0.0,482.65360192433144
hisense,19914,19196,524,194,8768,127030.24,694.9884309249408
hitachi,22120,21854,191,75,11450,33537.32,675.716874423523
hitechnic,2545,2354,126,65,1516,2375.65,35.57729055970458
hitkniga,4,4,0,0,4,0.0,9.63
hjc,795,747,28,20,381,4774.92,205.79214179159257
hkaudio,5,5,0,0,3,0.0,968.67
hlebsol,459,444,10,5,336,64.44,14.978865937050811
hobbyworld,1127,1093,23,11,779,860.18,94.89648782817015
hobot,4640,4598,32,10,2702,5752.32,525.8734254211724
hoco,53567,51355,1563,649,30112,11404.73,16.647171580760002
hohner,1786,1720,53,13,694,620.86,43.97227531739948
hoka,60,60,0,0,47,0.0,154.19
hola,2199,2127,57,15,1670,396.31,26.62095553631152
holatoys,47,45,1,1,41,26.13,26.13
holder,4981,4687,224,70,2426,1569.32,24.946341409063997
holicy,3920,3752,123,45,2135,15944.85,452.7777041585162
holiday,5956,5855,77,24,2746,2418.81,126.88380669082238
holikaholika,104,99,4,1,66,4.5,5.528291666666667
hollicy,925,877,33,15,588,2937.4500000000003,197.64994056847544
homage,1001,938,42,21,416,1729.79,92.0581184643731
homeart,2003,1961,23,19,1252,448.57,22.94286759119933
homeelement,298,288,9,1,195,153.65,156.42352112676056
homelife,22,22,0,0,18,0.0,4.46025641025641
homestar,521,511,8,2,381,24.55,11.89808584544111
homs,5,5,0,0,2,0.0,64.33
homy,6209,5913,225,71,3047,2076.6,28.468034009712795
honda,2181,2176,4,1,1498,864.67,1402.261349947362
honhongvictorygroupltd,560,546,12,2,309,138.48,70.54629757785466
honor,367015,357133,7129,2753,140133,612887.39,260.456102476929
hoover,17796,16803,740,253,8050,24181.81,107.97454917885827
hope,7292,6996,231,65,3621,3883.61,61.13947196135887
hori,623,616,1,6,461,996.19,131.12096208285533
horizont,82288,79217,2338,733,37297,112471.04,176.6546716739812
hotmom,2358,2297,40,21,1423,8335.72,401.659110868925
hotner,1102,1101,1,0,750,0.0,879.8294476656907
hotpoint-ariston,65922,64306,1202,414,29103,117304.16,341.7388492894239
hottek,15253,14774,390,89,8698,2609.96,23.83420171682486
hotwheels,6184,5941,187,56,3695,1605.52,34.46945293054235
housefit,75604,74117,1057,430,31994,140210.3,305.56131045880363
household,691,645,37,9,376,658.98,67.52553571428572
houseofseasons,23495,22577,678,240,12081,3335.93,17.160278100092892
hp,1247625,1205750,29365,12510,382419,4319733.97,491.2025436457008
hpe,1176,1173,2,1,844,252.8,679.0846386364
hq,1594,1550,32,12,970,473.31999999999994,61.74625466156492
hr,18,18,0,0,17,0.0,20.59
hre,110,108,2,0,70,0.0,549.4798253968254
htc,27173,26594,431,148,16115,21289.75,337.89319965941115
htl,24,22,1,1,19,360.37,360.37
htw,6751,6621,97,33,3601,15324.85,460.6779075200008
huanger,15055,14390,486,179,10109,4430.58,25.159950382089146
huawang,154,154,0,0,108,0.0,3.5499973386232977
huawei,4424454,4094713,237419,92322,1322151,17300302.96,249.71255283757807
hubeiindustrialaimiletrading,865,843,17,5,611,437.59999999999997,87.52
hubert,52933,50336,1853,744,20572,355152.99,433.8236666652927
hubsan,1066,1063,2,1,719,283.12,283.12
hubster,2225,2142,59,24,892,1123.32,47.38911974831704
hudsonbaby,16,16,0,0,14,0.0,20.144166666666667
huggies,45079,40665,3055,1359,20301,18009.39,12.614815379471796
hugoboss,514,502,9,3,391,270.27,277.29165553109937
huile,3725,3565,120,40,2526,948.35,23.199410707745646
huion,34589,33000,1247,342,10915,63180.36,200.2654587143397
humana,2321,2219,83,19,1135,152.78,7.856351062091157
humidifier,188,183,4,1,123,25.48,25.48
hummer,123,123,0,0,97,0.0,27.599999999999998
humminbird,2707,2700,6,1,1464,581.74,786.5495870057911
hunter,420,404,10,6,273,268.81,41.498865246622074
huntkey,21087,20465,459,163,10174,16755.65,108.37141880475856
huntsman,856,838,15,3,547,130.5,42.204220862673964
huochu,4,4,0,0,3,0.0,51.14000000000001
hurakan,119,119,0,0,90,0.0,105.62697368421053
hurom,45,45,0,0,23,0.0,485.2616233766234
husky,1148,1128,12,8,579,1834.18,276.06318358394776
husqvarna,3517,3446,47,24,1908,9738.07,663.398993635117
huter,306942,289826,13482,3634,103553,600687.13,220.13060160302103
hycell,2573,2542,26,5,1527,77.41,12.424563676234392
hygge,21231,20665,387,179,9984,113197.62,648.9393089923473
hynix,139,138,1,0,107,0.0,36.302957317073165
hyper,1085,1038,27,20,563,1274.6200000000001,73.76492698520839
hyperx,83087,78875,3167,1045,36271,82319.19,94.0679320898561
hyundai,69236,66916,1762,558,31675,51164.96,152.7603375382697
i-baby,10758,10163,452,143,5855,5367.23,33.46798506476894
i-velo,8,8,0,0,7,0.0,669.0
ibaby,3451,3407,36,8,2028,1495.05,146.5487880490622
ibanez,2675,2634,21,20,1506,6506.1900000000005,295.62441204018364
ibili,1763,1760,3,0,1378,0.0,22.71711322484341
ibiscus,52,51,1,0,33,0.0,351.62000000000006
ibox,136818,131548,3821,1449,57619,119499.12,83.86925846605419
icepeak,21,21,0,0,17,0.0,310.00705555555555
iconbit,167,162,5,0,127,0.0,9.369758342922898
icutes,160,148,8,4,84,1473.4499999999998,370.3081481481481
id-cooling,16373,15914,356,103,6053,3277.48,37.860064364306396
idan,12,12,0,0,10,0.0,7.21
iddis,1980,1931,32,17,1023,1653.13,100.44966426837826
idea,11,11,0,0,9,0.0,76.9575
ideal,1010,974,31,5,743,38.5,7.733966144731275
ideallux,5,5,0,0,5,0.0,89.478
idealspaten,450,435,12,3,214,64.06,22.96386896532197
idillia,775,772,2,1,618,299.99,284.83405200433367
idrobase,2,2,0,0,1,0.0,982.81
iek,326,324,2,0,230,0.0,9.072809917355372
ifree,420,406,12,2,292,473.62,296.5077185396449
iglu,14,14,0,0,10,0.0,128.45
igrikizoo,71,71,0,0,36,0.0,14.701220512820512
iiyama,8750,8524,188,38,3565,8711.64,215.0319513518386
ikea,176624,173274,2548,802,80808,57534.119999999995,161.84929910094053
ikki,6784,6688,72,24,4623,1497.07,68.8078529048671
ikkm,2059,1988,51,20,1030,7979.6,398.98
ilash,8,8,0,0,7,0.0,6.671428571428572
ildi,1959,1943,14,2,983,260.12,182.089981975713
ilife,7717,7551,116,50,4303,12816.6,255.69958557412133
illumico,653,638,3,12,389,697.54,58.27713155893583
imattress,108,108,0,0,73,0.0,398.21638
imax,507,500,4,3,359,193.04999999999998,61.06190836334533
imctoys,1476,1422,41,13,775,806.03,66.02262943632782
imenza,40,40,0,0,32,0.0,380.2388793103448
imetec,296,287,7,2,172,77.12,28.66726376146789
impeks,43,43,0,0,34,0.0,187.88
imperia,10841,10752,35,54,6555,52806.06,977.89
imperial,147747,145590,1604,553,81780,294938.93,565.7735146623206
impex,876,857,15,4,502,724.61,161.23955582529615
imtoy,48,48,0,0,41,0.0,74.70941176470588
imx,12450,12208,148,94,7233,24681.32,265.81820791353243
incanto,84161,81402,2025,734,37192,115411.54,164.17096784957235
incar,7786,7673,87,26,4501,3944.75,172.59403778266127
incase,3,3,0,0,3,0.0,165.57333333333335
indesit,1019290,964559,40098,14633,305168,3718482.7,262.9212490204831
indiana,345,342,2,1,242,50.45,50.45
indigo,2882,2814,46,22,1915,1469.81,118.98834941345311
individuum,7,6,1,0,5,0.0,18.11
individuumpablising,19,19,0,0,17,0.0,17.471999999999998
individuumprint,19,14,3,2,7,21.98,10.99
industria,390,382,8,0,244,0.0,14.756772570357253
infantino,1914,1756,125,33,1165,1180.74,35.78
infinity,9537,9258,146,133,5904,13426.05,98.69737182648458
infinitynado,1268,1226,36,6,652,342.36,46.406050271115284
inflame,59,57,1,1,38,25.74,25.74
info,1553,1545,4,4,1272,796.92,182.90376598035215
ingersoll,435,430,3,2,270,229.09,110.84774069059722
inglesina,7996,7919,56,21,4950,6393.91,290.8824703681354
inhouse,14525,14048,360,117,8374,2189.95,17.883752702456842
initioparfumsprives,600,573,23,4,264,109.39999999999999,26.859371079032066
inkax,10963,10550,350,63,6253,809.34,7.9643374210610896
inmotion,243,243,0,0,156,0.0,658.6309260004472
innisfree,302,289,11,2,121,51.61,26.781473179377944
inoi,81262,78362,2132,768,39492,33844.71,46.68985427211622
inostranka,213,188,18,7,122,56.269999999999996,7.9943460188933875
inseense,30,30,0,0,27,0.0,1.7653846153846153
insight,2669,2594,55,20,1338,274.73,15.379919392512482
insinse,485,483,2,0,345,0.0,28.074859225987044
inspector,13516,13264,184,68,6062,12818.02,190.38605446817797
inspiwood,6,6,0,0,4,0.0,278.26
institutekonomiceskojpolitikiimenietgajdara,53,53,0,0,53,0.0,7.36
instyle,204,193,7,4,144,17.37,4.830897435897436
inswim,365,364,1,0,278,0.0,30.721261745661746
intego,16970,16572,294,104,9193,13886.26,121.27550916387648
intel,141548,138308,2467,773,49196,186489.39,327.7354855619972
inteli,38,33,4,1,21,19.31,19.31
inter,457,425,23,9,217,5643.36,627.04
interbaget,169,169,0,0,119,0.0,32.56
interlink,4,4,0,0,3,0.0,70.62
internedoors,7335,7182,124,29,3561,4590.3,166.47127237141447
interojo,14,14,0,0,11,0.0,28.955000000000002
interos,593,585,5,3,400,225.9,70.36298632727502
interskol,479,466,8,5,347,1347.85,285.517295751634
intex,173366,168428,3882,1056,77543,44262.47,85.19081502402919
intro,4772,4630,108,34,3033,533.4399999999999,29.53084473621989
invader,86,84,2,0,68,0.0,1544.44
invisible,14,14,0,0,13,0.0,8.018461538461539
invotone,8,8,0,0,6,0.0,30.89
inwin,14,14,0,0,13,0.0,311.95
iope,146,145,1,0,78,0.0,58.156272256728776
ipipoo,653,649,3,1,458,21.88,21.88
iplay,118,111,6,1,78,31.15,30.822105263157894
ipower,2015,1932,60,23,1161,114.71000000000001,5.651452008660659
iqmarketing,360,360,0,0,292,0.0,37.04
irbis,57076,55889,854,333,34152,25434.05,74.37083068955802
irest,2356,2208,120,28,1300,2549.0,93.4508768154922
irit,2078,2016,52,10,1304,85.27,19.22781326109242
iriver,294,292,1,1,219,172.36,172.76116666666667
irobot,31029,30628,291,110,13552,62435.28,792.2756049080351
irontrue,275,237,34,4,130,20.6,5.15
ismart,1,1,0,0,1,0.0,355.22
isntree,3564,3342,169,53,1365,1005.95,18.76020839173769
istarikomiks,73,71,1,1,43,9.86,9.86
italmix,2,2,0,0,2,0.0,218.025
italtrike,763,761,2,0,563,0.0,84.32261448173647
itc,265,265,0,0,189,0.0,52.39296722990271
iunik,33,32,1,0,21,0.0,18.53
ivaru,462,408,52,2,305,166.6,87.72963636363636
ivc,22,22,0,0,16,0.0,6.644666666666667
ivolia,385,355,22,8,143,617.6,77.2
ivt,15174,14934,148,92,7336,3090.38,35.7589895838178
ivy,126,125,1,0,103,0.0,5.41
iwalk,11356,10910,289,157,7561,2683.41,20.134047821548116
izdatelskijdommeserakova,25,25,0,0,23,0.0,11.541363636363638
izdatelstvoivanalimbaha,6,6,0,0,6,0.0,11.31
jabra,12374,11888,351,135,5420,5625.320000000001,60.733583931396375
jack,7120,6702,311,107,3076,42073.47,517.5824363281761
jackson,1877,1853,14,10,1004,2846.5099999999998,324.05097878375636
jacobdelafon,407,406,1,0,302,0.0,876.0019383360604
jacqueslemans,5680,5568,83,29,2619,4131.95,156.35372945471778
jade,70525,68622,1368,535,41719,123258.18,355.3239893971761
jaguar,108683,104442,3266,975,34650,134817.03,175.55706457761136
jakkspacific,365,364,1,0,272,0.0,96.84718567251461
jamo,17,17,0,0,12,0.0,679.4239393939393
janesper,9,9,0,0,9,0.0,20.59
janome,485825,462737,17579,5509,110289,1350971.48,271.03960518667213
japanparts,2,2,0,0,2,0.0,23.810000000000002
jarko,847,841,5,1,539,29.82,27.61936485065287
jasic,13957,13736,184,37,5890,21815.29,644.7710155861753
jasmine,7160,7104,44,12,4640,350.58,34.51798767998861
jata,502,502,0,0,363,0.0,75.16
jawbone,1396,1395,1,0,1024,0.0,137.791472435653
jazwares,771,762,7,2,504,68.96,29.074291151814517
jb,1131,1091,34,6,778,49.8,8.655886894732788
jbl,539013,505633,24140,9240,197013,617118.54,87.13556767421157
jeep,4066,3996,52,18,2114,2892.48,170.30210073232954
jeepwrangler,53,53,0,0,28,0.0,126.13
jekod,36,36,0,0,30,0.0,1.8802083333333333
jellyfishjam,23,23,0,0,21,0.0,17.92809523809524
jeneca,685,683,2,0,465,0.0,38.35
jet,58400,55456,2155,789,29474,25252.359999999997,31.656802170860992
jetair,4295,4206,61,28,2064,7986.54,192.73299609142367
jetem,2264,2246,13,5,1214,910.45,257.8824974975216
jetpik,11905,11559,258,88,4835,11750.789999999999,148.66054060623338
jeunepremier,185,185,0,0,142,0.0,24.471492757766345
jiada,52,52,0,0,35,0.0,12.478620689655171
jiaxingharleybabycar,5608,5507,92,9,3548,1926.96,214.1724703938277
jigott,372,362,6,4,198,19.0,4.818804736281372
jika,1290,1269,14,7,662,276.59,103.93462410804985
jimcarrey,1994,1828,132,34,920,416.27,10.708292036096303
jimmychoo,1047,996,41,10,626,492.04,186.76074021849877
jinga,34680,32475,1678,527,17548,11040.72,31.243377108749776
jinjianfeng,4884,4616,214,54,2288,1875.46,34.727091742819965
jinma,13,13,0,0,9,0.0,70.531875
jinyu,256,238,6,12,147,2992.35,260.07759205515265
jinyuan,998,937,49,12,475,1788.48,149.04
jio,35,35,0,0,22,0.0,35.92421052631579
jiuling,475,463,7,5,324,321.75,64.35
jjrc,344,341,2,1,180,43.5,43.996001857297635
jkexer,4318,4256,44,18,2320,18380.97,1068.150578313783
joby,291,280,8,3,177,75.73,22.523285571571286
jocelyn,285,271,11,3,188,11.31,3.77
jockey,3655,3510,116,29,2016,2768.6,96.44850563234581
joe,72,71,0,1,37,199.23,199.23
joerex,8078,7883,153,42,5434,948.93,25.119900635689802
johnnytheskull,164,163,1,0,111,0.0,52.49046135265701
johnrichardo,4273,4123,110,40,2888,3249.45,88.32997422725683
johnvarvatos,29,29,0,0,22,0.0,42.00142857142857
joie,96664,93406,2275,983,33482,154989.11,161.58204677391473
joieanglia,328,323,4,1,176,372.98,372.98
joker,333,324,7,2,211,195.62,97.81000000000002
joko,1624,1536,76,12,822,189.29999999999998,14.731134510052765
joma,138,138,0,0,100,0.0,72.07
jomalone,2151,2050,84,17,1143,478.78000000000003,26.53626241025732
jonnesway,6675,6658,2,15,4919,3980.79,256.7604147834333
joonies,974,857,92,25,497,322.13,12.856474530947256
jordan,53965,53540,302,123,40487,16344.68,122.29183041114156
josephjoseph,2917,2873,31,13,1757,777.86,47.89784715281038
jotta,1,1,0,0,1,0.0,28.31
joyor,2825,2759,42,24,1287,15271.94,574.7777671991383
joyroad,58733,52207,5189,1337,28581,58153.049999999996,43.2646574357862
